,id,title,description,director,cast,rating
17526,tt3659246,The Bishop,"""This is a story about urban life, struggles of faith, incarceration and salvation. A teenage Billy Jr. abandons his Christian roots; leaves his church affiliation and forfeits High School....                See full summary »","Farah Dews, 
Kimberly Combs","Brit Zane, 
Marcus D. Spencer, 
Jerome Yoo, 
Vermyttya Erahn",9.4
17528,tt5214110,New Cops,An ordinary man (played by Tim Morton) lives a dull life till his friend Chet (played by Jimmy Kustes) comes over to stay for a few days. His friend ropes him to various schemes and ...                See full summary »,Timothy Morton,"Alex Adams, 
Greg Cushing, 
Jimmy Kustes, 
Chris Maggio",8.6
17539,tt1443379,Who Killed John O'Neill?,"One Actor, One Room, Seven Characters: 9/11.",Ty Rauber,Ryan Thurston,8.4
17540,tt3919090,Plan 15: The Terror of the Time Machine,"President Ronald Reagan orders Regis Stanely to travel back in time to quash the 1917 Bolshevik Revolution in Russia before it begins. Using Dr. Clayburgh's time machine, Stanely encounters...                See full summary »","Scott Allen Nollen, 
Bart Aikens","Bart Aikens, 
John Jensen, 
Nina Mewes, 
Steve Noe",8.0
17599,tt5134362,Anondo Osru,"Dewan Sharif is an influential person in village and whoever rise voice against him, he kills him. His elder brother left villages a long time ago and lives in town. He plans to occupy the ...                See full summary »",Shibli Sadique,"Salman Shah, 
Shabnur, 
Kanchi, 
Humayun Faridi",8.2
17650,tt21236100,GUHAAR,A poor farmer fight against a rich landlord and the corrupt administrates for a small piece of land. Ends with a painful decision to save his farms for his family.,Tariq Imtyaz,"Vishesh Gupta, 
Ranjana Singh",9.7
17791,tt0114664,Throwing Down,A story about a groups of slackers and crooks colliding with one another.,Lawrence O'Neil,"Jeffrey Donovan, 
Kevin Pinassi, 
Colleen Werthmann, 
Timothy Wheeler",8.2
17815,tt8123998,Reparation,When an absentee father realizes his daughter is the victim of an Oligarch's violent lust he looks to the law for help but realizes he might be the only one who can exact true reparation.,Erdenebileg Ganbold,"Munkhzul Dashzeveg, 
Todgerel Erdenetuya, 
Erdenebileg Ganbold, 
Margad-Erdene Gankhuyag",8.2
17819,tt15461346,King B.'s ROOST the Sequel,"The Gang is back well, at least the Mob is. Follow Alex ""Candyman"" Sims as he tries to navigate the Chicago Mob and escape with his life.",King B.,"King B., 
Ron Cooper, 
Tommie Lee Moore, 
Leon Rogers",9.6
17875,tt0027191,Welcome Home,"Richard Foster is the brains of a quartet of con-artists that includes Giltedge, a stock swindler; ""Painless,"" a phony dentist; and ""Gorgeous,"" along as decoration and bait. Richard goes ...                See full summary »",James Tinling,"James Dunn, 
Arline Judge, 
Raymond Walburn, 
Rosina Lawrence",8.1
17891,tt0141822,Animale bolnave,A detective investigates a series of seemingly unmotivated murders in a provincial town.,Nicolae Breban,"Mircea Albulescu, 
Ion Dichiseanu, 
Emilia Dobrin, 
Dan Nutu",8.2
17900,tt14852792,Paidageer,"This is a story of mother, striving to eduate her child in a crime-ridden and anti-social environment of slums. Inspite her husband being a pick-pocketer a murderer and bully a hooligan, she never lets his evil shadow fall upon her child.",Sanjay Jiwane,Gaurav Ambare,8.9
17906,tt1124335,One Minutes,An anthology of one minute films in every genre imaginable.,Philip Pugh,"Lydia Adams, 
Adam Alexander, 
John Allen, 
Brigite Amaral",8.5
17938,tt11712870,Turn Out the Lights,"To rekindle their friendship, four twenty-somethings set out to solve a 17-year-old murder case that occurred in their neighborhood. Jimmy (Jesse DiFranco), Leslie (Janna Klein), Franky (...                See full summary »",Jonathan Elihu Klein,"Jennifer Anderson, 
Grace Butcher, 
Clare Charlton, 
Rachel Coolidge",8.3
17939,tt3165238,Thou Shalt Not Kill,The setting is any small urban Latino neighborhood in the U.S. where everyone is only a degree of separation from each other. Where loyalty to family is the utmost importance. The main ...                See full summary »,Kenneth Castillo,"Grace Serrano, 
Al Coronel, 
Anthony L. Fernandez, 
Ivan Basso",8.1
18127,tt14558168,Fisaa,"Fissa- a complicated murder leading to complicated events that bring a police officer, a crime journalist, and some stories which had some relation with the Fish or Fishery business- ...                See full summary »",Sankalpajiit Hazarika,"Barsha Rani Bishaya, 
Prosenjit Bora, 
Kamal Lochan Deka, 
Rajib Goswami",8.7
18149,tt3020986,The Profesional,"In a world where being a contract killer is a legal profession, a camera crew film the reclusive and enigmatic hit-man, Eli Shepard, as he undertakes one hit.",Taras Demian Groves,"Adam Dada, 
Adam Honey, 
Nadia Serantes, 
James Dobbs",8.3
18163,tt1132141,The Campus,"Rajeev, who is from a broken family, tries to find happiness in his college life. But Vishnu, Rajeev's opponent in college, plots against him.",Mohan,"Madhu Warrier, 
Eva Pavithran, 
Kalasala Babu, 
Nandu",8.7
18206,tt7020770,Throbbin' 84,"The year is 1984. When a gang takes over the streets, it's up to Inspector's Davidson and Reynolds to restore law and order. While on the case, they discover a modern day Fagin who turn streets kids into criminals.",Timothy Spanos,"Julie Baker, 
Tim Burns, 
Jamieson Caldwell, 
Mercia Deane-Johns",8.7
18218,tt14534918,Red Mercury Mission in India,"A mission led by an Indian army, named Red Mercury to eradicate terrorism with its roots and criminals who are helping them",Maheshh,"Sukesh, 
Trigger Ravi, 
Spurthi Rao, 
Anurag Chintu",8.7
18236,tt13751370,Stabiliti,Modern science takes a leap as Indian R&AW agents try to tackle a criminal mastermind who wreaks havoc across the country.,Goutham Kanade,"Sn Sethuram, 
Santhosh Karki, 
Niranjan Bellur, 
Nishantha Chandrakumar",9.0
18254,tt3411556,Adios Vaya Con Dios,"Inspired by real events a day of reckoning approaches for Rory, a rising Irish-Mexican street gang member, when his trusted life-long friend Eloy, is released from prison.","La Raza, 
Marius Iliescu, 
Mónica Esmeralda León","Zachary Laoutides, 
Marius Iliescu, 
Madrid St. Angelo, 
Ric Morgan",8.7
18362,tt2511496,Cyanide,Things take a turn for the worse for a small factory owner and his wife when a group of militants decide to hide at their home.,A.M.R. Ramesh,"Avinash, 
Malavika Avinash, 
Usha Bhandary, 
Suresh Heblikar",8.1
18391,tt0434991,Hannah Wolfe,"Private detective Hannah Wolfe is hired to solve the case of sabotages against a posh health spa. When the case turns into murder and the police get involved, Hannah needs to use more than skills to escape the trap. Nothing is what it looks like, and Hannah needs to understand the real motives before she can catch the killer.",Jan Jung,"Solbjørg Højfeldt, 
Henning Jensen, 
Dick Kaysø, 
Henrik Lykkegaard",8.0
18404,tt4992238,Innocent Prayer,A little girl who is tortured by her parents follow the footstep of a serilal killer to run away from her reality.,Tôru Kamei,B.B. Gorô,8.8
18467,tt0290632,Goa Dalli CID 999,"Nuclear scientist Shekar has created the formula Plasma Binson, which can destroy any object on earth.","S.K. Bhagavan, 
B. Dorai Raj","Rajkumar, 
Sabeetha Perera, 
Lakshmi, 
Jyothi Lakshmi",8.7
18479,tt6809132,The Abandoned II,"Gamal AbuElhassan disappears in an abandoned palace by abnormal forces, his brother try to find him with the young author of horror stories and his friend, and they find out that this strange palace is possessed by evil powers.",Hossam Shady,"Mohamed Elkassar, 
Tarek Fawzy, 
Belal Nasser, 
Hossam Shady",8.3
18530,tt5333710,Rash,"A young black musician, a female police officer and a paranoid conspiracy theorist collide across the same forty-eight hours leading to tragedy in London. RASH shows three different view points leading to one act of violence.",Eoghan Synnott,"Loren Peta, 
Michael Fatogun, 
Franck Assi, 
Ross Townsend-Green",8.3
18608,tt5191436,Maravaan,A battle between good and evil.,Sd Puvanendran,"Haridhass S., 
Kumaresh, 
Denes Kumar, 
Kavitha Thiagarajan",8.9
18652,tt13050972,When Does it Stop,"After losing his mother to drugs and father institutionalized Terrance was sent to live with his sister Camille on the south side of Chicago. Terrance friends Ronnie, Eric and Drew are all ...                See full summary »",Suless Burton,"Raheem Allen, 
Corey Anderson, 
Suless Burton, 
Jerry Coleman",9.1
18729,tt7520542,Against the Flow,"In the autumn season, the Public TV presents Against the Flow, a new series that promises the audience an intense script, a brilliant cast and dramatic developments to find out who will go ...                See full summary »",Mher Mkrtchyan,"Ani Amiryan, 
Milena Avanesyan, 
Babken Chobanyan, 
George Hovakimyan",8.8
18822,tt11686784,Broken Truth,"It's about a man (Michael) who loves his neighbor woman (Jessica), and enter a problem after a problem until he know something that change the look of life for him, you'll cry when you understand his feelings",Jason Saikaly,"Jason Saikaly, 
James Saikaly, 
Farida Haddad, 
Samira Saad",9.5
18877,tt12537592,Hungry Dog Blues,A small town crime thriller set in rural Missouri about two estranged half brothers that kidnap the lead witness against their incarcerated father in order to prove his innocence.,Jason Abrams,"Amy Hargreaves, 
Irina Gorovaia, 
C.J. Wilson, 
Seth Allyn Austin",8.0
18926,tt2545646,Ipseity,"After losing his memory in a traumatic accident, a government agent, Ian Tesh, must reconnect with his family and track down a criminal who is infiltrating the government intelligence agency.",Nicholas Sailer,"Charles B. Allen, 
Tony Basile, 
Preston Campbell, 
Leah Caruana",8.0
18975,tt4329398,First Shoot the Lawyers,"A tormented young woman teams up with an eccentric house-painter and learns how to vent her childhood rage in a very unusual way... After losing her job and apartment, Tulip desperately ...                See full summary »",Bill Briles,"Aleta Doroudian, 
Bill Briles, 
Jonathan Northover, 
Wynelle Waters",8.6
19007,tt1418142,Guri,"Kaliprasad, a falsely accused inmate escapes from prison and is on a ride of revenge to kill a mafia leader named Rudrayya who turned his life into hell.",P. Vasu,"Archana, 
Pandari Bai, 
Sadashiv Brahmavar, 
Mukhyamantri Chandru",8.2
19008,tt6949042,Unexpected Confrontation,"When a police detective drives her way to a typical day at work, she soon finds out Reality can be way stranger than the Twilight Zone. This ironic, provocative and yet realistic portrait ...                See full summary »",Luis Lobato Macedo,"Luis Lobato Macedo, 
Carolina Maya, 
Maria Luca, 
Valeriu Coipan",9.6
19039,tt3745930,Dogmouth,A piece of writing with real danger and which focuses on a mysterious mafia of violent Viet Nam Vets living on freight trains who are akin to Hell's Angels without the Harley. The net is ...                See full summary »,Stephan Morrow,"Alexandra Milne, 
Stephan Morrow, 
William C. Tate, 
Ray Wasik",8.0
19231,tt3946998,"Hey Monster, Hands Off My City","This Fellini-inspired Comedy Film directed by Michael Meehan, features a large comic cast, and stars SF Comedians Johnny Steele and Reggie Steele as SFPD homicide detectives, who find half eaten bodies turning up all over San Francisco.",Michael Meehan,"Ngaio S. Bealum, 
Geoff Bolt, 
Nora Borgonovo, 
Roberta Borgonovo",8.5
19252,tt14650250,Shatagni - The Movie,The story of the film was based on the real incidents that are happening on social media in recent times. Story revolves around the victims of a gang who morphs pictures of young girls on social media and earns money out of it.,Lv Siva,"Abhiram Dasari, 
Abhiram Reddy Dasari, 
Swathi Mandal, 
Swathi Mondal",8.1
19399,tt4514084,Far Too Far,An intelligent single mother makes one wrong choice and falls into the dark world of Meth abuse. The distance between her and the young daughter she loves so much grows greater until she is forced to choose: her daughter or the drug.,Justin Hunt,"Brandi Wethington, 
Abbey Hunt, 
Chris Overson, 
Marcella Hower",8.2
19442,tt1500152,Charlie,A day in the life of a morally conscious drug dealer as he schools his younger brother on the ins and outs of the dangerous trade.,"Rob Beare, 
Greg Hemminger","Benjamin Arthur, 
Nik Markovina, 
Dan Payne, 
Benjamin Ayres",8.2
19550,tt16078214,Uljhan: The Topper Blues,"A young girl dreams to be topper in the university by foul means, goon threats and political pressure",Ashwini Ahuja,"Ashwini Ahuja, 
Rajan Grover, 
Simran Sidhu, 
Honey Utreja",9.0
19584,tt6340558,The Red Goodnight,A young aspiring boxer is lured by a powerful impresario into a dangerously compromising situation.,John C. Koch,"Zeshan Bhatti, 
Helen Laser, 
Keysha Llovet, 
Yoshihisa Padilla",8.1
19657,tt0790682,Hollywood Confidential,"Two Hollywood detectives get involved with tracking down white slavery, narcotics and corruption.",Ken Osborne,"Vernon Wells, 
Joe Estevez, 
James MacPherson, 
Jesse Hlubik",8.0
19808,tt2061695,How I Killed My Roommate... And Got Away with It,This totally over the top korky comedy is about a Kwirky Killer/mob hit man 'ANGELO VETRANO' who wants to retire from the mob. BEFORE THE DON will grant Angelo his walking papers and 6.3 ...                See full summary »,Lanier Westmoreland,"James Ciccone, 
Steven Collins, 
Roop Gangu, 
Jane Hilfiger",8.2
19812,tt0381377,Lihim,A group of teenagers is having a vacation in a remote coastal town in a far-away province only to be murdered one by one by a mysterious psychotic killer. They must unravel the real killer before all of them will be murdered.,Dante Pangilinan,"Ina Raymundo, 
Matthew Mendoza, 
Anthony Cortez, 
Shannen Torres",8.9
19924,tt1522229,Only in L.A.,"Set in and around Los Angeles, we follow a series of vignettes that capture a unique moment of love, hate, clarity, confusion, triumph, and failure among our characters' relationships with one another and with the city itself.","Robert Filios, 
Jus Riddick","Jus Riddick, 
Haley Strode, 
Paul Elia, 
Alexandra Bayless",8.1
19958,tt13875862,Wild Card,"Sam Miller, a twelve year old boy finds out that his father was a criminal mastermind and decides he wants to finish what his father started.",Jordan Wilson,"Jordan Wilson, 
Jords V, 
Jordz Five, 
Walson Jordan",8.4
