,id,title,description,director,cast,rating
5846,tt1353033,Manjadikuru,This is story of homecoming from the late 1970s. Ten-years-old Vicky arrives at his grandparents' home in rural Kerala to attend his grandfather's funeral. The disjointed family gathers ...                See full summary »,Anjali Menon,"Prithviraj Sukumaran, 
Thilakan, 
Jagathy Sreekumar, 
Rahman",8.2
5853,tt15528828,Jivan Sandhya,Jivan Sandhya is a emotional journey that explores the life of two widowed people who find love in their 60's and get married against their family's wishes.,Deepak Prabhakar Mandade,"Ashok Saraf, 
Kishori Shahane, 
Ruchita Jadhav, 
Sameer Dharmadhikari",8.3
5855,tt0251847,Missamma,"A rom-com involving Rao and Mary, two unemployed new graduates, who decide to act as a married couple so that they qualify for two teaching jobs at a High School and eventually fall in love.",L.V. Prasad,"N.T. Rama Rao, 
Savitri, 
Akkineni Nageshwara Rao, 
S.V. Ranga Rao",8.7
5881,tt2827320,Fandry,"It is about a teenager from a Dalit (Oppressed caste) family, who lives at the village fringe, and falls in love with an upper caste girl.",Nagraj Manjule,"Somnath Awghade, 
Rajeshwari Kharat, 
Suraj Pawar, 
Kishore Kadam",8.3
5886,tt11432356,Tumi O Tumi,"Tumi O Tumi is about the conflict between 'inner you' and 'outer you', an women faces all the time in her lifetime.",Arunima Dey,"Towenkal Bose, 
Lily Chakrabarty, 
Biswajit Chakraborty, 
Soumitra Chatterjee",8.1
5902,tt10640384,99 Names of Love,"The life of a producer of popular gossip shows, suddenly changed drastically when she met a young cleric who appeared in his office to teach her religious lessons as the wish of her father as a debt favor to him.",Danial Rifki,"Acha Septriasa, 
Deva Mahenra, 
Ira Wibowo, 
Donny Damara",8.0
5911,tt3976202,Father Africa,"A coming-of-age story that follows the main character, Cameron, as he goes on a journey to meet his real father who he recently discovers is Tanzanian, which opens his eyes to the world, race, and to love. Through a series of events, he realizes you never know who you are until you really know who you are.",Chase Crittenden,"Paul Johansson, 
Benjamin A. Onyango, 
Thomas Waywell, 
Alan O'Silva",8.6
5922,tt4152086,Lathi,This is story about an old man who suffers for his broken family.,Prabhat Roy,"Victor Banerjee, 
Soumitra Chatterjee, 
Satabdi Roy, 
Abhishek Chatterjee",8.3
5968,tt14671126,The Tesla Case,"""The Tesla Case"" is a contemporary story about Tony and Raya, already turned 12, who remained good friends after their misadventures in ""The Curie Case"" movie. Aspiring young ""inventor"" ...                See full summary »",Andrey Hadjivasilev,"Martin Paunov, 
Polly Ivanova, 
Neda Spasova, 
Martin Ghiaurov",9.3
5970,tt3168514,12 Menit,This is a story about struggle. Struggle for self-defeating. For the sake of a very simple aspiration : to realize 12 minutes that they will remember forever. A marching band in Bontang is ...                See full summary »,Hanny Saputra,"Verdi Solaiman, 
Titi Rajo Bintang, 
Egy Fedly, 
Hudri",8.8
5978,tt2058651,Maruti Mera Dosst,A young woman narrates the story of her friendship with Maruti - none other than Rambhakt Bhagwan Shri Hanumanji.,Manikya Raju,"Shahbaaz Khan, 
Sushmita Mukherjee, 
Erik A. Nanda, 
Samiksha Oswal",8.6
6016,tt10443780,Chaebi,A mother who has been diagnosed with terminal cancer prepares her mentally disabled son for her inevitable passing.,Young-Jun Cho,"Anastasia Kim, 
Du-shim Ko, 
Cheol-min Park, 
Min-kwan Park",8.2
6032,tt7245362,Herbie Races Again,"Herbie, that super star car is back, and as unpredictable as ever. Found in T.O.S' car dump, Herbie is given the opportunity to race once again by the help of CGrayzer, Abigail, Sonic The ...                See full summary »",Cian Gray,"Cian Gray, 
Herbie, 
Charles Martinet, 
Yuki Tsuji",8.2
6059,tt5783528,David's Child,A successful writer loses his daughter in a drowning mishap. Weeks later he sees a girl that looks identical to his 'dead' daughter. People say he is going crazy...his response 'A father knows his own daughter...and that is my daughter.,Nick Marciano,"Jan Arsenault, 
Jan Arsenault-Masson, 
Brian Bordignon, 
Connie Catricala",8.1
6074,tt10827864,Teacher of the Year,"Teacher of the Year is A Tale told with utmost compassion and Passion trying to bring back the Ideal , Applied, Practical approach to Life which is instilled in ones' Formative School days,...                See full summary »","Vikram Panchal, 
Shounak Vyas","Shounak Vyas, 
Alisha Prajapati, 
Mehul Buch, 
Archan Trivedi",9.0
6075,tt1519460,All Kids Count,Six kids share experiences from their canny adventures in child abduction and Internet safety.,Michael J. Nathanson,"AJ Abaya, 
Kyle Agnew, 
Sal Alessandro, 
Frankie Angel",8.0
6081,tt2349736,Si Tanggang,The legend that haunts all (Malay) children.,Jamil Sulong,"Jins Shamsuddin, 
Nordin Arshad, 
Shariff Dol, 
S. Kadarisman",8.5
6155,tt3992838,Conflict of Interest,"This soul- stirring story about love, betrayal and forgiveness reveals that family is God's most precious gift to us.",Thomas Mikal Ford,"Jazsmin Lewis, 
Thomas Mikal Ford, 
Bria L. Murphy, 
Aryeh-Or",8.4
6170,tt0165907,Paheli,"Montu, a city slicker visits his grandma with his friends. When they desert him unexpectedly, Montu begins to explore the village life and discovers a whole new world of simplicity.",Prashant Nanda,"Satyajeet Puri, 
Nameeta Chandra, 
Abka Chuliya, 
Arun Govil",8.0
6173,tt5932546,1985,"When an adventurous Hmong teen discovers a secret map to a mythical dragon, he and his three best friends decide to go on a quest that leads them on a journey filled with danger, excitement, and self-discovery.",Kang Vang,"Chang Yang, 
Mai Youa Her, 
Vue Pao Her, 
Antonio Hunt",8.0
6197,tt2126311,Mikeyboy,"4 years, 3 continents, 2 friends, 1 dream, and no script.",Chris Berkenkamp,"Mike Dusi, 
Robin Charters, 
Kristen Mallette, 
Ed Gale",8.5
6238,tt23423222,#Kaadal Kahaani,Hero Varun is enjoying life happily and cheerfully with his best friend Swaroop. Varun wants to become a good director in life and for that he writes stories and meets producers.Producers ...                See full summary »,Vinay Muppalla,"Anirudh Sameer, 
Aishwarya Kandrakota, 
MaheshYadlapalli, 
Johny Naidu",8.6
6271,tt9165666,The CBeebies Christmas Show: Thumbelina,"A tiny, young woman is trying to find out where she belongs and who she is. On her path she meets lots of different friends who name her Thumbelina. This is her journey to finding out who she is.","Jon Spooner, 
Martin Williams-Neale","Katrina Bryan, 
Aimee Campbell, 
Justin Fletcher, 
Ben Faulks",8.0
6313,tt15244876,Malaal,"Malaal showcase the story of migrated families who moves to one Haryana village in search of a better opportunity. But there, the women's are forced to work as a prostitute, and men sell the drugs.",Ranjeet Chauhan,"Hariom Kaushik, 
Sidharth Bhardwaj, 
Yogesh Bhardwaj, 
Tina Bhatia",8.6
6316,tt0295294,Halo,"The story revolves around a seven-year-old girl, Sasha (Benaf Dadachandji), who looses her puppy. It is about her search and the variety of people she meets.",Santosh Sivan,"Benaf Dadachandji, 
Rajkumar Santoshi, 
Sahil Choujar, 
Kharabela Mohapatra",8.3
6359,tt7006612,My 3 Boys,"MAYBELINE a divorced woman, struggling to find herself, discovers her only sister SHARON (mother of 3 young boys), is terminally ill. MAYBELINE's life is turn upside down, as she takes on a...                See full summary »",Shorni Hardy,"Harriet Burnette, 
Ryan Mock Curry, 
Porsha Mills, 
Maquavian Garfield",8.0
6367,tt2069861,My Favorite Movie,"Dave has the American Dream and hates it. His eccentric friends, quite happy with their bizarre way of life, struggle to pull Dave out of his depressed darkness!",Martin Rogers,"Bryan Ferriter, 
Martin Rogers, 
Mavis Bacon, 
Mike Butters",8.8
6374,tt5864562,Fluffy Marky: Vol 1,Mark and his Trio of Terror have perfected a reign of terror at school until the day he wakes up to find himself transformed into a puppet. Now harmless and suffering from the shock of his ...                See full summary »,Benoit Lach,"Sylvio Archambault, 
Marie-Ève Beauregard, 
Sandrine Bisson, 
Marguerite Bouchard",8.3
6391,tt1985100,Haajar Bachhar Dhorey,"Sets around some rural people and their village dealing with their lifestyle, struggle of survival, religion, marriage, relations, death and this ongoing process.",Suchanda,"Riaz, 
Sharmin Zoha Shoshee, 
A.T.M. Shamsuzzaman, 
Syeda Kamrun Naher Shahnoor",8.1
6397,tt5091300,Etotuku Asha,"Alam (Anowar Hussain), a young man from a rural background, is forced to leave his family just after the marriage when his wife Luchi (Rosy Samad) feels uncomfortable at his poor home. This...                See full summary »",Narayan Ghosh Mita,"Abdur Razzak, 
Sujata, 
Anwar Hossain, 
Rosy Samad",9.3
6398,tt0156042,Sampoorna Ramayanam,This film depicts the complete life of Sri Rama.,Bapu,"Sobhan Babu, 
Chandrakala, 
S.V. Ranga Rao, 
Gummadi",8.3
6400,tt6357562,Ghost Rockers: Voor altijd?,"When Jonas's grandmother dies, he inherits two foreign objects. The Ghost Rockers soon discover that they belong to a puzzle of five pieces, the 'Five Elements' and even more important: ...                See full summary »",Gert-Jan Booy,"Elindo Avastia, 
Justine De Jonckheere, 
Agnes De Nul, 
Juan Gerlo",8.2
6429,tt0251151,Jait Re Jait,"Jait Re Jait(win) is story revolving tribal caste called Thakkar. The plot depicts the aspirations, desires and relationship of Nagya and Chindi. Nagya is a honey gatherer who climbs tress ...                See full summary »",Jabbar Patel,"Mohan Agashe, 
Smita Patil, 
Sulabha Deshpande, 
Nilu Phule",8.4
6453,tt8403678,Gebore Talente,"""Born Talents"" is about taking the next step and using your talents in your life",Renier Weideman,"Bouwer Bosch, 
Angelique Gerber, 
Will Greeff, 
Jade Voges",8.6
6469,tt0396532,Cinta Pertama,Love story in which the girl's parents disapprove of her boyfriend because he was accused of killing his former wife.,Teguh Karya,"Ully Artha, 
Ardi H.S., 
Christine Hakim, 
Aedy Moward",8.0
6508,tt4963384,Toby Goes to Camp,"One part animal adventure, one part human musical, and all parts fun, Toby Goes to Camp is the heartwarming follow-up to Toby's Big Adventure. In his latest adventure, Toby is off to summer...                See full summary »",Michael J. Sarna,"Adan Allende, 
Laura Bilgeri, 
Ben F. Campbell, 
Eden Rose Ginsberg",8.7
6544,tt2187578,Di Timur Matahari,"On Papua, a group of students who have been without a teacher for six months are waiting for a teacher, who should arrive through the small airstrip in their village; the airstrip is their only contact with the outside world.",Ari Sihasale,"Laura Basuki, 
Lukman Sardi, 
Ringgo Agus Rahman, 
Michael Jakarimilena",8.4
6555,tt0390831,Alo,The true love between a couple living in a village.,Tarun Majumdar,"Rituparna Sengupta, 
Kunal Mitra, 
Roy Angana, 
Abanti Mohan Bandyopadhyay",8.1
6561,tt3894762,Simply gay le film,"Benjamin, repulsed Young man, and rejected by his and his family tries to manage all on his own having been thrown outside of the place of residence of her mother continuation has his ...                See full summary »","Benjamin Karmer, 
Greg Nashvil","Benjamin Karmer, 
Jean Charles Desmoulins, 
David Hardivillers, 
Sophie Hernandez",8.6
6567,tt15073460,Romantic Razia,ROMANTIC RAZIA SYNOPSIS Razia is a beautiful and innocent girl who is fond of living in dreams and fantasies of her own. Among many of her small and insignificant wishes is her dream of ...                See full summary »,Mazhar Moin,"Hina Altaf, 
Zohreh Amir, 
Hina Dilpazir, 
Azfar Rehman",8.1
6568,tt8779064,Chuskit,"To chase her dream of going to school in her remote Himalayan village, a feisty paraplegic girl locks horns with her tradition-bound grandfather.",Priya Ramasubban,"Jigmet Dewa Lhamo, 
Morup Namgyal, 
Sonam Angchok, 
Tsetan Angchok",8.2
6590,tt3196156,The Job,"After killing a man in the ring and losing everything, faith leads the 'Fallen from grace' champion, Lance 'The Dance' Foster, down a path of redemption, forgiveness, and what may be, the ...                See full summary »",Randy J. Goodwin,"Randy J. Goodwin, 
Kendra C. Johnson, 
Ben Adams, 
Larry Bagby",8.3
6616,tt2746284,The Sleeping Tree,A daughter's relationship with Mother Nature could change the course of a family driven apart...,Mohamed Buali,"Ibrahim Al-Hasawi, 
Samar Almeer, 
Jamaan Alrowaiei, 
Mariam Ziman",8.0
6654,tt1402361,Sugar Baby,"3 street singers, 2 record producers, 1 assassin, 1 baby.",Trisha Ray,"Soumitra Chatterjee, 
San Banarje, 
Barun Chanda, 
Kalyan Chatterjee",8.5
6692,tt3539342,Chintoo 2: Khajinyachi Chittarkatha,"Chintoo, a sweet but notorious boy, and his friends attempt to find ways to get back their playground from a local thug named Guru.",Shrirang Godbole,"Satish Alekar, 
Shubhankar Atre, 
Subodh Bhave, 
Nishant Bhavsar",8.4
6755,tt0184316,There Was Once a King...,"A selfish self-centered widowed ruler, barely tolerated by his subjects and called appropriately enough, 'King Myself, First' asks his three daughters to name the measure of their love for ...                See full summary »",Borivoj Zeman,"Jan Werich, 
Vlasta Burian, 
Irena Kacírková, 
Stella Májová",8.1
6758,tt5465742,Mr & Mrs,A marriage that started on love and trust suddenly nose dived into the ditch of wealth and opulence and the marriage went sour. An African woman's struggle to retain and sustain her marriage knows no bound.,Ikechukwu Onyeka,"Joseph Benjamin, 
Beauty Benson, 
Babajide Bolarinwa, 
Nonye Ike",8.5
6773,tt14840248,Waghar,"This is the story of a 12-year-old girl named ""Thaki"" from Dhangar society. Her parents are preparing for her marriage but she wants to learn she doesn't want to get married. In the film ""Waghar"" we will see if Thaki succeeds in this.",Bhimrao Padalkar,"Milind Shinde, 
Samiksha Sonwalkar, 
Priya Dubey, 
Jayshree Kadekar",9.2
6786,tt18815568,Smile Hearts,Healthy and successful life make with smile Heart,Dr. Balkrishna,"Shashikant Sharma, 
Rahul Roy, 
Baby Imran Khan, 
Kirti Shreeyansh Jain",9.8
6823,tt4195236,I Am Me,"'I Am Me' tells the story of 24 year old Charlie, a young man with a learning disability and autism. Charlie loves gardening and books but hates shouting and graffiti. The story begins as ...                See full summary »",Jenni Mason,"Daniel Cameron, 
Alan Orr, 
Angela Moore, 
Dani Heron",8.1
6831,tt0407643,Chibideka monogatari,"Two young Japanese schoolboys, one skinny and poor, one fat and well-to-do, become unlikely friends.",Jûkichi Uno,"Yoshiro Kataoka, 
Tomoko Naraoka, 
Shunkoku Sha, 
Masami Shimojô",8.4
6851,tt0246277,Thyagayya,Classic about the life story of Carnatic Music pioneer Thyagayya.,Chittor V. Nagaiah,"Chittor V. Nagaiah, 
Baby Vanaja, 
Hemalatha Devi, 
Sarita Devi",8.1
6913,tt0049752,Shilpi,A homeless boy fell in love with his owner's girl.,Agragami,"Sikharani Bag, 
Kali Bannerjee, 
Molina Devi, 
Uttam Kumar",8.2
6931,tt6736084,This Day Forward,"Inspired by the true story of a wife and mother of three struggling to keep her family, and her faith, intact after her husband is diagnosed with a stage three brain tumor.",Brian Ide,"Hayden Blane, 
Randy Coleman, 
Chet Dixon, 
Kallen Blair Prosterman",9.1
6941,tt9115754,Decent Boy,"When his father Uday Pratap Singh, ABC Inter colleges trustee, decides to shift from Hindi medium to English medium, Dhruv finds himself opposing his father. Who will win the battle?",Bobby Khan,"Dhruv Malik, 
Ravi Kishan, 
Govind Namdeo, 
Rajan Modi",8.6
6973,tt0097791,Dull Ice Flower,"A young fine-art teacher Kuo is assigned to teach in a small-town. Ah-Ming, an eight-year-old painting genius, is in Kuo's class. Ah- Ming performed badly in school, but he has great sense ...                See full summary »",Li Kao Yang,"Kun-Hsuan Huang, 
Shu-Chen Li, 
Han Yu, 
Rachel Chang",8.2
6976,tt0238363,Kuche v chekmedzhe,This film reminds us that childhood is the best period in human's life. The story is filled with love for the children and colored with special child humor.,Dimitar Petrov,"Veselin Prahov, 
Martin Stoyanov, 
Emil Dimitrov, 
Ruzha Delcheva",8.3
7030,tt1705100,At the Top of the Pyramid,A cheerleader tries to overcome being traumatized by a tragic incident at a cheer leading competition.,Lawrence Jordan,"Elle McLemore, 
Jessica Luza, 
Najla Bash, 
Michael Peterson",8.6
7040,tt10822302,Super Hijabi,10-year old Sakeena is a fun-loving whiz kid who wants nothing more than to see her parents Layla and Amir get along again. Her parents' constant arguing is kicked up a notch after their ...                See full summary »,Jonathan Abdilla,"Matina Abdilla, 
Ali Ardekani, 
Sarah Beaudin, 
Landen Chow",8.3
7052,tt14214544,Kadal Kuthira,"Anirudh confused to murder for his best friend and was sentenced to life imprisonment. To celebrate the one month parole he was granted, Anirudh reached a resort and enjoyed the stay full ...                See full summary »",Sennan Pallassery,"Shivaji Guruvayoor, 
Kulappulli Leela, 
Viyan Mangalath, 
Seema G. Nair",8.7
7087,tt10462650,Rumah Merah Putih,"Farel, Oscar et al, who live on the NTT-Timor Leste border, join the areca climbing competition. But instead of being united, they argue which prizes should be taken first. They fail and ...                See full summary »",Ari Sihasale,"Petrick Rumlaklak, 
Amori de Purivicacao, 
Pevita Pearce, 
Yama Carlos",8.3
7098,tt20865500,Vasanthi Nalidaga,"Sanjay, a carefree youngster brought up in luxury leads a life detached from emotions. When he reacts to a life-altering situation casually, his father decides his son needs to learn the importance of relationships and responsibilities.",Venshi Ravindra,"Srinivas Bhavana, 
Dhananjay, 
Sadhu Kokila, 
Sai Kumar",9.7
7141,tt2511886,Side by Side,"Side by Side explores, with refreshing honesty, the unique bond between a brother and a sister. Facing the rest of their childhood apart, they runaway in search of the only person who can keep their family together.",Arthur Landon,"Bel Powley, 
Alfie Field, 
Sara Stewart, 
Diana Quick",8.0
7165,tt4846716,Nabar: A Rebel with a Cause,"'NABAR' is the story of Surjan Singh, a Father, who became a Fighter from a Farmer to fight against Injustice. 'NABAR' is the story of Chindo, a mother, who got stuck in the most important ...                See full summary »",Rajeev Kumar,"Nishawn Bhullar, 
Harbinder Kaur Babli, 
Raj Dhaliwal, 
Raj Singh Jhinjar",8.7
7190,tt8766510,The Year I Did Nothing,"Set in 1985, Manila, 3 Filipino siblings spend an extended summer waiting to immigrate to the United States, while the Philippines gets ready to evict their homeland's notorious dictator, Ferdinand Marcos.",Ana Barredo,"Nora Lapena, 
Jared Xander Silva, 
Faith Toledo, 
Bianca Buena",8.0
7192,tt12169946,Prodigal Husband,"Kedar Ellis has a career ending injury. His wife Lydia encourages him to find another job. He loses faith and leaves. Left alone to run the household, Lydia has to keep the family afloat, but, she must find faith, strength and forgiveness.",Nancy Bellany,"Thomas K. Akins Jr., 
Vivia E. Armstrong, 
Kike Ayodeji, 
Nancy Bellany",8.0
7221,tt2949590,Minugurulu,"Raju a 13 year old child passionate about films who always wanted to be a filmmaker become blind in an accident. Drunkard and irresponsible father puts Raju in a blind orphanage,claiming ...                See full summary »",Ayodhyakumar Krishnamsetty,"Deepak Saroj, 
Sreenivasa Sayee, 
Suhasini, 
Ashish Vidyarthi",8.4
7247,tt7349012,Surau dan Silek,An eleven-year-old boy discovers the true meaning of silek (a martial art) when he meets a 60-year-old retired university teacher and former silek warrior that he is resolved to put an end to his feud with his competitors.,Arief Malinmudo,"Randu Arini, 
Barry F. Cheln, 
Gilang Dirga, 
Dewi Irawan",8.8
7251,tt6531206,Father and Son,"Living by a river, a father and son make their living by fishing every day. The little boy, Ca, contracts a serious illness. The treatment is very expensive. Will the father be able to catch enough fish to pay for it?",Dung Luong Dinh,"Ngo The Quan, 
Do Trong Tan",8.3
7364,tt20913764,Love You Papa,Love you papa explores the timeless father-daughter bond;,Akhil Kotak,"Akhil Kotak, 
Prapti Ajwalia, 
Jitendra Thakkar, 
Harshal Mankad Heyan",9.7
7366,tt3598850,The Zeroes,"A group of kids realizing there is strength in numbers, band together to take on the neighborhood bullies.",Steve Royall,"Keith Nagel, 
Sam Cohen, 
Sophie Sabatini, 
Arden Belle",8.2
7374,tt7255020,Le Clandestin,a story about a group of people trying to travel to Algiers but the problem is in the way of travel as all the buses that pass are completely filled and no one wants to take them. then ...                See full summary »,Benamar Bakhti,"Yahia Benmabrouk, 
Athmane Ariouet, 
Wardia Hamtouche, 
Hamza Feghouli",9.0
7387,tt2265389,Jana Gana Mana,"Jana Gana Mana is a film that works on multiple levels. Being a humorous entertainer, it underlines the spirit of achievement however small it might be. The will to win is what keeps the ...                See full summary »",Amit Abhyankar,"Asmita Joglekar, 
Santosh Juvekar, 
Nandu Madhav, 
Sandeep Mehta",8.8
7440,tt7074804,Metamorphosis: Junior Year,"Haunted by the disappearance of his sister and plagued by his parent's expectations, young artist Ovid uses mythology and drawings to understand the world around him.","Alec Cohen-Schisler, 
Sadie Fearon, 
Brandon Fu, 
Peter Gold, 
Dylan Griffith","Arash Afrakhteh, 
Noa Amzallag, 
Ari Atken, 
Clara Baker",8.9
7445,tt2348478,Hope Cafe,A desperate young mother escapes an abusive relationship only to find herself in a small town and into the arms of a street hustler. Her pain and disappointments lead her to heal through faith.,Radhaa Nilia,"Raymond Bagatsing, 
Orion Bradshaw, 
Joseph Castillo-Midyett, 
Patrick Coffey",8.3
7447,tt10179154,Cypher,It's a journey of a man who was born handicapped without hands but he never lost confidence in himself and ends up an opened school on his mother name where all normal and abnormal kids can study together.,Sagar Pathak,"Kirti Adarkar, 
Aarya Adhav, 
Arun Bali, 
Bharat Bhanushali",8.8
7451,tt3267464,Kaphal: Wild Berries,"Two boys try to send their strict father back to the city with the help of the forest witch, but instead get taken for a merry ride by her granddaughter.",Batul Mukhtiar,"Hema Bisht, 
Ramkishan Choyal, 
Subrat Dutta, 
Gita Guha",8.6
7469,tt1624432,Jiggers,"Set in beautiful Prince Edward Island, Jiggers tells the story of an asthmatic step dancer who overcomes his disability with the help of a struggling hip hop artist.",Adam Perry,"Jeremy Larter, 
Lennie MacPherson, 
Jill McRae, 
Graham Putnam",8.2
7488,tt14331982,Baikunth,"This story is about prevalent caste problem, economical inequality & degraded family values among villages in India.",Vishwa Bhanu,"Vishwa Bhanu, 
Sangam Shukla, 
Vijay Thakur, 
Vanya",8.1
7493,tt2156759,Eliot & Me,Lucy struggles to come to terms with her parents' separation. She rescues a dog Eliot from the local dog shelter and her life starts to improve. Tragedy strikes when Eliot goes missing and Lucy must go on a dangerous journey to find him.,Fintan Connolly,"Ella Connolly, 
Renee Weldon, 
David Wilmot, 
Joshua Brown",8.5
7512,tt12814530,"Theoretically, a paranoid conspiratorial phone call","When it is the time to shape reality, the spy world calls The Pro Bono Spy Hunter.",Jorge Luis Villacorta Santamato,Jorge Luis Villacorta Santamato,8.5
7525,tt12077850,Quota,"""Quota"" is all about the underprivileged children with families whose dues are yet a question in the society.",Amudhavanan P.,"Aadhil, 
Bhavaas, 
Chella, 
Naresh Madeswar",8.4
7562,tt0158145,Ratnadeep,A strong emotional story of a woman full of self-respect yet longing for her husband.,Basu Chatterjee,"Hema Malini, 
Girish Karnad, 
Dheeraj Kumar, 
A.K. Hangal",8.0
7572,tt0036908,Henry Aldrich's Little Secret,Henry and Dizzy have a baby sitting service and get more than they bargain for when the mother of a 10 month old leaves town to clear her husband of a crime.,Hugh Bennett,"Jimmy Lydon, 
Charles Smith, 
John Litel, 
Olive Blakeney",8.4
7633,tt3552320,Dying Candle,"A sister fights all odds to take care of her young brother, until things fall apart, and she is left with no option, but sell her dignity to save him.",Naresh Kumar Kc,"Bidhya Karki, 
Saugat Malla, 
Kesab Rai, 
Srijana Subba",8.6
7643,tt1672761,Harun-Arun,Harun Arun is a story of a child caught between the differences created by religion.Harun is a Pakistani boy who is lost in India; his name is mistaken for Arun-a Hindu name.He is loved by ...                See full summary »,Vinod Ganatra,"Swati Dave, 
Dhairya Gor, 
Hemang Gor, 
Ritu Got",8.8
7647,tt0172885,Një shoqe nga fshati,A woman that lived all her life in a city moves out to a village and starts living the life of a countrywoman feeling uncomfortable while trying to find a husband for her daughter all happening in a series of comic events.,Piro Milkani,"Violeta Manushi, 
Robert Ndrenika, 
Sotiraq Bratko, 
Elvira Diamanti",8.0
7651,tt5125628,Nul is nie niks nie,"The story of three friends (Chicken, Drikus, and Chris) coming together to make Drikus' last dream come true: to make a zombie movie. Meanwhile, Chicken is still coming to terms with his dad's death.",Morné du Toit,"Jaden Van Der Merwe, 
Pieter Louw, 
Daniah De Villiers, 
Antoinette Louw",8.2
7706,tt12809918,The Other Side,"After the tragic loss of their parents, Sofi and Boban are forced to grow up way faster than kids their age. With the help of their loved ones, they try to figure out the reality that they ...                See full summary »",Martin Chichovski,"Olivera Kamenarovska, 
Filip Kamenarovski, 
Todor Stojkovski, 
Aleksandra Atanasova",8.0
7707,tt0450034,Madol Duwa,"The adventure of a rebellious child, running away from his house to an island called Madol Duwa.",Lester James Peries,"Joe Abeywickrama, 
Dharmasena Athukorala, 
David Dharmakirthi, 
Dhamma Jagoda",8.4
7779,tt9642630,Prawaas,Prawaas is the journey of an elderly couple Abhijat Inamdar (Ashok Saraf) and Lata Inamdar (Padmini Kolhapure). Every person has a certain time to live in this world and it's important to ...                See full summary »,Shashank Udapurkar,"Ashok Saraf, 
Padmini Kolhapure, 
Shashank Udapurkar, 
Vikram Gokhale",8.0
7783,tt14044712,The Adventures of Major Miracle,A Young Boy struggles to put his life back together through creating a sci-fi film.,James Campbell II,"Daniel Elston, 
Madeleine Simard, 
Kayleigh M. Styles, 
Alexandre Bilat",8.7
7793,tt11740140,De Club van 5,The Club of Five is a summer adventure film about A charismatic group of childhood friends who uncover a great mystery. There are dark forces at work that could affect the Sinterklaas celebrations for generations.,Mark Weistra,"Sem van Butselaar, 
Holly van Zoggel, 
Luca Gielissen, 
Hubert Fermin",8.3
7797,tt5185564,The Shimajiro Movie: Shimajiro in Bookland,"This is the fourth movie starring a tiger boy named Shimajiro, and it has already been screened in movie theaters around Japan. Like its three predecessors, the movie has been conceived to ...                See full summary »","Isamu Hirabayashi, 
Gil Hoon Jung","Omi Minami, 
Miki Takahashi, 
Miki Takahashi, 
Takumi Yamazaki",8.2
7805,tt2321536,The Golden Calf,"In the 1940s, a group of children and their teacher mysteriously disappear in an underground labyrinth. In the present day, two cousins embark on a treasure hunt full of mystery. They end up in the same labyrinth.",Alenka Falzon,"Neve Mansueto, 
Aiken Buhagiar, 
Henry Zammit Cordina, 
Christabelle Scerri",8.2
7810,tt21100430,Meelo Okadu,"Sujata works as a prostitute to take care of her son Niwas. After her sudden death, photographer Surya Narayana adopts him. Learning photography, he fights injustices done to his mother.",Kuppili Srinivas,"Kuppili Srinivas, 
Hrithika Singh, 
Sadana Pavan, 
Suman",8.7
7811,tt3341638,Kapus Kondyachi Goshta,"This is a true story of 4 sisters that chronicles the victory over social ostracisation, poverty and hardship.","Mrs. Mrunalini Bhosale, 
Yuvraj Bhosale","Makarand Anaspure, 
Bharat Ganeshpure, 
Samidha Guru, 
Gouri Konge",8.3
7833,tt1847738,Under the Western Sun,"John Miller wants a job at a prestigious newspaper. In order to get it, he must get the dirt on Mr. Billionaire, a now bankrupt tycoon. There's only one problem, Mr. Billionaire is John's father.",Danny Cameron,"Mark Meir, 
Troy Streuer, 
Pam Eichner, 
Trenton Rostedt",8.7
7840,tt6335806,Hrudayantar,Hrudayantar is an emotional drama that explores the marital crisis of a couple through turbulent times.,Vikram Phadnis,"Mukta Barve, 
Subodh Bhave, 
Hrithik Roshan, 
Trushnika Shinde",8.4
7888,tt6856538,Biler Diary,"The film begins with a 'retreat', in which alumni from different batches of a residential school have travelled to their alma mater for a reunion. Anabil, one of the alumnus, presently ...                See full summary »",Biswarup Biswas,"Biswanath Basu, 
Sanjay Biswas, 
Samadarshi Dutta",8.6
7917,tt15497184,Babysam,"It's story of a happy family ,the parents get trapped inside a flat and kid outside and the kid got missed the movie is the parents are fighting for getting outside so watch the movie.",Jeevan Bose,"Master Ayush, 
Anjali Nair, 
Mithun Ramesh, 
Rithuraj",8.6
7919,tt0250571,Manasu Mamata,Rao Gopal Rao(RGR) is a rich business man who is a widower and has a son(Kiran) who loves a girl(Sitara) in his neighbourhood. On RGR approoval one day Kiran and Sitara go to a farmhouse. ...                See full summary »,Mouli,"V.K. Naresh, 
Raogopalrao, 
Sithara",8.0
7924,tt5171170,Sally's Way,Sally's way is about a girl who lives with her grandmother because her mother died of Aids. Her grandmother gets sick and has to be admitted to the hospital so she is forced to stay with ...                See full summary »,Joanne Johnson,"Hansley Adjodha, 
Patti-Anne Ali, 
Eunice Alleyne, 
Sarah DeGale",9.3
7971,tt1666631,Ek Noor,'Ek Noor' is a sincere attempt to bring across the audience the message on the noble cause of organ donation and a sincere attempt to make the audience aware of life after death. The gift ...                See full summary »,Mukesh Gautam,"Sudhanshu Pandey, 
Sudeepa Singh, 
Surilie Rhea Sandhu, 
Rajendra Gupta",8.1
